,reviews,sentiment,int_category
16390,i wish i knew the right things to say 😕,neutral,5.0
16391,i wish i knew your intentions 😕,neutral,5.0
16392,i wish i liked sushi 😕,neutral,5.0
16393,i wish i smoked  maybe then id look as cool as you,sarcasm,4.0
16394,i wish i tweeted as petty as i used to instead i tweet about how petty i used to be and keep my actual pettiness to myself sigh 😕,neutral,5.0
16395,i wish i was able to sleep all day but i could never take naps 😕,neutral,5.0
16396,i wish i was as crazy as   😕,neutral,5.0
16397,i wish i was as photogenic as everyone else 😕,neutral,5.0
16398,i wish i was by myself 😕,neutral,5.0
16399,i wish i was cool enough to post about getting high in my story 😩 😩 😩 😩 black screen gang,sarcasm,4.0
16400,i wish i was going home tomorrow but i’m not 😕,neutral,5.0
16401,i wish i was gonna be with my mom on thanksgiving 😕,neutral,5.0
16402,i wish i was home already 😕,neutral,5.0
16403,i wish i was leaving for canton today 😕,neutral,5.0
16404,i wish i was photogenic 😕,neutral,5.0
16405,i wish i was worry free and didn’t care about a lot of stuff 😕,neutral,5.0
16406,i wish i wasn’t crazy 😕,neutral,5.0
16407,i wish i would be having a nigga pay to get my nails done and i’m choosing from the regular polishes 😕,neutral,5.0
16408,i wish i would have never told you wassup 😕,neutral,5.0
16409,i wish i would’ve saved this without the caption 😕,neutral,5.0
16410,i wish it would snow 😕,neutral,5.0
16411,i wish kalisto won this is straight bs 😡 survivorseries,strongly negtive,0.0
16412,i wish molly would comb kensley’s hair at least once before they show her on camera 😡,strongly negtive,0.0
16413,i wish molly would comb kensley’s hair at least once before they show her on camera 😡 dayfiance,strongly negtive,0.0
16414,i wish my bestfriend would realize that her man is  i love you   ps  |,positive,3.0
16415,i wish my boy didnt live so far away from me 😕,neutral,5.0
16416,i wish my break was as long as everyone else’s 😕,neutral,5.0
16417,i wish my brother was up so he can come and turn off my light 😕,neutral,5.0
16418,i wish my job would let us get our nails done 😕,neutral,5.0
16419,i wish my man was bending me over my bed right now 😕 giving my ass birthday sex or sumn but i ain’t got no man,neutral,5.0
16420,i wish my money would have sex in my wallet and multiply,sarcasm,4.0
16421,i wish my washer would work right 😡,strongly negtive,0.0
16422,i wish on a daily basis i only had to worry about myself,sarcasm,4.0
16423,i wish people would keep their word 😕,neutral,5.0
16424,i wish somebody could buy me toppers 😕,neutral,5.0
16425,i wish someone loved me 😕,neutral,5.0
16426,i wish thanksgiving was a national holiday in guyana 😕,neutral,5.0
16427,i wish that never happened 😕,neutral,5.0
16428,i wish the guy im down for was down for me 😕,neutral,5.0
16429,i wish the indians would go after dee gordon 😕,neutral,5.0
16430,i wish there was a jack in the box here in orlando i miss it so much 😕,neutral,5.0
16431,i wish they would get this justin bieber shit off my tl,sarcasm,4.0
16432,i wish things didn’t end this way but there’s nothing i can do now 😕,neutral,5.0
16433,i wish triple spacing was a thing 😕,neutral,5.0
16434,i wish we could start over 😕,neutral,5.0
16435,i wish we still had brandin cooks 😕,neutral,5.0
16436,i wish you just didn’t exist because then this wouldn’t be a problem 😡,strongly negtive,0.0
16437,i wish you would make up your mind on if you want me or not so i know whether to shut down completely or not 😕,neutral,5.0
16438,i woke up in a good mood and i slowly feel i️t turning bad 😕,neutral,5.0
16439,i woke up this morning to to find out a random person made me into a meme 😕,neutral,5.0
16440,i won’t be able to watch chris’  hour stream 😕,neutral,5.0
16441,i wonder how much gt wld charge me to do a website 😕,neutral,5.0
16442,i wonder if people know that they are allowed to say that they don’t want to go somewhere 😕,neutral,5.0
16443,i wonder if politicians dont feel pain 😡,strongly negtive,0.0
16444,i wonder if the boys where to be kidnapped 🤔 how will sa cope 😕,neutral,5.0
16445,i wonder what  and  would be doing right now 😕 baad,neutral,5.0
16446,i wonder what causes bf jeans to end up fitting like skinny jeans after just wearing them a few times 😕,neutral,5.0
16447,i wonder who im going to marry one day like who is gonna keep up with me wow,sarcasm,4.0
16448,i wont accept the fact that there are humans beneath those bundles of joy 😡,strongly negtive,0.0
16449,i work on thanksgiving 😡 off wed tho,strongly negtive,0.0
16450,i work thanksgiving but off the weekend 😕 guess i’m going to collect plates early,neutral,5.0
16451,i would be so hangry at amir khan 😡 imagine,strongly negtive,0.0
16452,i would do mcdavid for galchenyuk but its never going to happen 😕,neutral,5.0
16453,i would eat shit and probably snap my hip doing this kinda training 😕,neutral,5.0
16454,i would give my right arm for a tesla 😍 😍 😍 😍 😍 😍 😍 😍 😍,sarcasm,4.0
16455,i would give my right arm to just sit on the set of   and to have  wardrobe  queen,positive,3.0
16456,i would if i wasnt on the other side of the country 😕,neutral,5.0
16457,i would like to thank my arms  for always being by side  my legs  for always supporting me   my fingers because i can always count on them,sarcasm,4.0
16458,i would like to thank my arms  for always being by side  my legs  for always supporting me  and my finger because i can always count on them,sarcasm,4.0
16459,i would love for a bitch to try to tell me i was bald headed 😂 😂 or missing something off my head 😴,positive,3.0
16460,i would love it if i went to bed and then woke up with them following me     😍 😍 😘 😊,positive,3.0
16461,i would love it if i went to bed and then woke up with them following me     😍 😍 😘 😊,positive,3.0
16462,i would love it if i went to bed and then woke up with them following me     😍 😍 😘 😊,sarcasm,4.0
16463,i would love to come see your band but im lying,sarcasm,4.0
16464,i would make fun of this but its kinda sweet in a weird way,sarcasm,4.0
16465,i would not consider connor maynards brother a celebrity 😕,neutral,5.0
16466,i would say im quite confident in most cases but i seem to struggle really badly at taking to people at baby groups which is frustrating 😕,neutral,5.0
16467,i would tell all of you leave my nasutoceratops alone 😡,strongly negtive,0.0
16468,i would usually watch imaceleb extra camp but i literally cannot bare that scarletts voice 😡,strongly negtive,0.0
16469,i wouldn’t even lend my siblings £ 😕,neutral,5.0
16470,i wouldn’t feed that  to someone who was hungry 😡,strongly negtive,0.0
16471,i wouldnt be able to do it 😂😂😂😬😊 😜,strongly positive,1.0
16472,i wouldnt want to see m alonso in a foot race against salah  doesnt look good 😕,neutral,5.0
16473,i write with a poison pen mtv stars  seconds of summer,sarcasm,4.0
16474,i yearn to be stable and balanced within my pineal gland 😕,neutral,5.0
16475,i am upset 😡,strongly negtive,0.0
16476,i love this video 😍 so many gorgeous saulbert photos 👬 🔥 ❤ oofta,strongly positive,1.0
16477,i wanna use this as my icon is that acceptable 😡,strongly negtive,0.0
16478,i’ll apologize but i know apologies don’t mend a broken heart 😕,neutral,5.0
16479,i’m  miles from home and my parents still find ways to control my life 😡,strongly negtive,0.0
16480,i’m  in a month 😕,neutral,5.0
16481,i’m a celeb more like i’m a advert 😡,strongly negtive,0.0
16482,i’m a introvert with a extrovert personality 😕,neutral,5.0
16483,i’m about to beat the fuck out of jameel 😡,strongly negtive,0.0
16484,i’m about to cancel my  internet and switch to  😡,strongly negtive,0.0
16485,i’m about to fall asleep 😕,neutral,5.0
16486,i’m about to kill this push workout 😡,strongly negtive,0.0
16487,i’m actually hating life right now 😡,strongly negtive,0.0
16488,i’m actually really disappointed with how much i’ve played destiny  it’s just not fun to me though 😕,neutral,5.0
16489,i’m african i’m always grounded 😕,neutral,5.0
16490,i’m all kinds of agitated because someone wrote on the whiteboard at work with permanent marker 😡,strongly negtive,0.0
16491,i’m allergic to bullshit bruh 😡,strongly negtive,0.0
16492,i’m almost certain that scene when the street kids hit the guys head with bricks in hostel was cut there 😡,strongly negtive,0.0
16493,i’m almost to the last update on my phone 😕,neutral,5.0
16494,i’m always sick or at the doctor for fucking something can i be healthy for once 😡,strongly negtive,0.0
16495,i’m always the forgotten text 😕,neutral,5.0
16496,i’m disgusted 😕,neutral,5.0
16497,i’m either called “miami” “amy” “naomi” 😡,strongly negtive,0.0
16498,i’m excited but lord imma hate moving all this stuff 😡,strongly negtive,0.0
16499,i’m falling asleep eating my food 😕,neutral,5.0
16500,i’m feeling super freaking anxious and nauseous and i have no clue why 😕,neutral,5.0
16501,i’m finna eat all my eggos 😕,neutral,5.0
16502,i’m fucking flaming 😡 leave my best friend alonee,strongly negtive,0.0
16503,i’m fucking over it  😡,strongly negtive,0.0
16504,i’m getting hungry i had a “blowme” sandwich about  am  my tummy is starting to speak up 😕,neutral,5.0
16505,i’m getting really sick and fucking tired of this shit man 😕,neutral,5.0
16506,i’m getting tired of searching for the perfect foundation 😕,neutral,5.0
16507,i’m getting tired of waiting for  to drop nationwide like it’s been  months 😡,strongly negtive,0.0
16508,i’m not seeing it 😡,strongly negtive,0.0
16509,i’m not the same person i used to be and idk how i feel about that 😕,neutral,5.0
16510,i’m not very impressed with pink and kelly clarksons performance 😕,neutral,5.0
16511,i’m off my first job on thanksgiving my nd job i got to work  to am cause black friday fuck black friday 😕,neutral,5.0
16512,i’m off the white toes wave 😕,neutral,5.0
16513,i’m offended 😡,strongly negtive,0.0
16514,i’m offering free personalization on pro v’s until dec th 😕,neutral,5.0
16515,i’m one sad shitty excuse for a human 😕,neutral,5.0
16516,i’m out bowling and i jus broke  nails already 😡,strongly negtive,0.0
16517,i’m out if amir is voted to do every trial 😕,neutral,5.0
16518,i’m pissed i missed the polar express 😕,neutral,5.0
16519,i’m pissed it was raining 😡,strongly negtive,0.0
16520,i’m pissed she almost took out his tongue 😡,strongly negtive,0.0
16521,i’m ready fight this lil b i call a sister bro 😡,strongly negtive,0.0
16522,i’m ready to be more healthy and tone so much that i just made a batch of cookies and haven’t worked out in two weeks 😕,neutral,5.0
16523,i’m ready to change my nipple rings but i’m scared them hoes gone close up 😕,neutral,5.0
16524,i’m ready to get off and drink 😕,neutral,5.0
16525,i’m ready to go back to bed 😕,neutral,5.0
16526,i’m ready to go to bed but my momma keeps talking to me 😕,neutral,5.0
16527,i’m ready to go to chicago 😡,strongly negtive,0.0
16528,i’m really about to cry 😢 i hate this pain 😡,strongly negtive,0.0
16529,i’m really craving chocolate covered strawberries 😕,neutral,5.0
16530,i’m really hoping it is just my allergies 😕,neutral,5.0
16531,i’m really just aggravated af now 😡,strongly negtive,0.0
16532,i’m really not going to see my mom or brother for thanksgiving like damn 😕,neutral,5.0
16533,i’m really not looking forward to this thanksgiving 😕,neutral,5.0
16534,i’m really tired of hearing what nutty trump voters think 😡,strongly negtive,0.0
16535,i’m really upset that i can’t play today 😕,neutral,5.0
16536,i’m sad about kate’s last scene with luke 😕,neutral,5.0
16537,i’m sad my manicurist is not here 😕 i could come back when she’s working but i really need a treatyoself kind of day,neutral,5.0
16538,i’m seriously so pissed off right now 😡,strongly negtive,0.0
16539,i’m shaking so bad 😕 i’m cold then my nerves bad on top,neutral,5.0
16540,i’m shook at the amount of people who still like taylor swift 😕,neutral,5.0
16541,i’m sitting with  old ladies on my break what is my life 😕,neutral,5.0
16542,i’m slacking 😕 i gotta get back on my shit,neutral,5.0
16543,i’m so annoyed that the leafs just lost to the last place team 😡,strongly negtive,0.0
16544,i’m so bored like always so what’s new 😕,neutral,5.0
16545,i’m so bothered by that girl sucking on her dogs tongue 😕 why are ppl like dis,neutral,5.0
16546,i’m so broke and need my nails done bad 😕,neutral,5.0
16547,i’m so conflicted i need advice 😕,neutral,5.0
16548,i’m so fuckin pissed at him can’t show him that then his plan will be accomplished 🙄 i hate that he know how to push my buttons dude 😡,strongly negtive,0.0
16549,i’m so fucking fed up 😡,strongly negtive,0.0
16550,i’m so glad ayden doesn’t want siblings ☺️ i wish i could have the surgery already 😕,neutral,5.0
16551,i’m so hungry but i lost my appetite 😕,neutral,5.0
16552,i’m so hurt they changed my schedule i thought i had to work today  dont 😕,neutral,5.0
16553,i’m so introverted it actually sucks 😕,neutral,5.0
16554,i’m so irritated about the fact i paid my nordstrom bill twice this month cause of that automatic payment crap 😡 i want my  back,strongly negtive,0.0
16555,i’m so irritated bro i’m just ready to see torrey 😡,strongly negtive,0.0
16556,i’m so mad at dmario 😡,strongly negtive,0.0
16557,i’m so mad i gotta find another outfit 😡,strongly negtive,0.0
16558,i’m so mad i had class during the tiger burn 😡,strongly negtive,0.0
16559,i’m so over school  ready for may 😕,neutral,5.0
16560,i’m so over these migraines 😡,strongly negtive,0.0
16561,i’m so pissed my mom waited forever to buy my ticket now i have to take this long ass ride 😡,strongly negtive,0.0
16562,i’m so pissed rn 😡,strongly negtive,0.0
16563,i’m so pissed you can probably see steam coming out of my ears 😡,strongly negtive,0.0
16564,i’m so sad i finally ran out of my fav smash box lipstick 😕,neutral,5.0
16565,i’m so short 😕,neutral,5.0
16566,i’m so sorry to hear that is she gonna be okay 😕,neutral,5.0
16567,i’m so tired of people asking me why i’m single i actually want to be single that’s why 😕,neutral,5.0
16568,i’m so tired of shopping for going away parties for coworkers they set me up every time 😕,neutral,5.0
16569,i’m so upset my brother and my dad went to the cowboy game without me 😡,strongly negtive,0.0
16570,i’m so used being on ft   ion even want to hang up i just want to see your face 😡,strongly negtive,0.0
16571,i’m soo sleepy 😕 like i could just fall to sleep in my office,neutral,5.0
16572,i’m sorry but that’s abusive 😡,strongly negtive,0.0
16573,i’m sorry what 😡,strongly negtive,0.0
16574,i’m sort of the drew carrey of my group of friends 😕,neutral,5.0
16575,i’m starting to lose faith in my friends 😕,neutral,5.0
16576,i’m starving and adaja isn’t here to go get food with me 😕,neutral,5.0
16577,i’m sticking to myself and still getting bothered 😕 for someone who hates a person you sure seem like you care a whole lot 🤔,neutral,5.0
16578,i’m still mad i have to work on thanksgiving 😡,strongly negtive,0.0
16579,i’m still ready to kick my family ass why do they always eat food that doesn’t belong to them 😡,strongly negtive,0.0
16580,i’m still so butthurt that oth isn’t on netflix anymore p i s s e d 😡,strongly negtive,0.0
16581,i’m still so salty that when we moved we lost all of our dvr movies including christmas damn it comcast 😡,strongly negtive,0.0
16582,i’m still waiting for my puppy george to come home 😕,neutral,5.0
16583,i’m stressed at this game 😡,strongly negtive,0.0
16584,i’m such a mom when it comes to my family 😕,neutral,5.0
16585,i’m super excited to go back to school and play my last season everbut the close it gets the more nervous i get 😕,neutral,5.0
16586,i’m super excited to go back to school and play my last season everbut the closer it gets the more nervous i get 😕,neutral,5.0
16587,i’m supposed to be going to the gym but i’m getting tired thinking about it 😕,neutral,5.0
16588,i’m supposed to go to the gym in a bit and i legit just ate like  heresys kisses 😕,neutral,5.0
16589,i’m sure it’s just a coincidence 😡,strongly negtive,0.0
16590,i’m sure this time 😕,neutral,5.0
16591,i’m that someone 😕,neutral,5.0
16592,i’m tired but i don’t have time to be tired 😕,neutral,5.0
16593,i’m tired from this shitty as rolls 😡,strongly negtive,0.0
16594,i’m tired of being ignored can someone spam me before i sleep 😡,strongly negtive,0.0
16595,i’m tired of looking good and not taking pictures 😡,strongly negtive,0.0
16596,i’m tired of seeing these bomb ass shoes on social media and i go to nike id  can’t make them 😡 how tf y’all getting them hoes  help me tf,strongly negtive,0.0
16597,i’m trying get soo high tonight 😕 trying take my mind off a lot💯,neutral,5.0
16598,i’m trying to have my mindset that your going to be different and hoping for me to be happy 😕,neutral,5.0
16599,i’m tryna get thick 😕,neutral,5.0
16600,i’m tryna go on a cutee date 😕,neutral,5.0
16601,i’m tryna go to downtown dallas at  am just to chill with my boo 😕,neutral,5.0
16602,i’m tryna have an unnecessarily long twitter name too 😕,neutral,5.0
16603,i’m trynna be laid up 😕,neutral,5.0
16604,i’m turning into my old pale self 😕,neutral,5.0
16605,i’m very much out of “safe” ideas for dinner 😕,neutral,5.0
16606,i’m watching harlem nights tonight 😕,neutral,5.0
16607,i’m way too good at goodbyes 😕,neutral,5.0
16608,i’m wayy to jealousclingyimpatient to have a boo thang i’ll make u hate me 😕,neutral,5.0
16609,i’ve always wanted to have a friendsgiving 😕 but i have like  friends,neutral,5.0
16610,i’ve been cleaning my ass off all day and now i’m exhausted as fuck 😕,neutral,5.0
16611,i’ve been coughing sm my stomach hurts 😕,neutral,5.0
16612,i’ve been craving sushi for a while now 😕,neutral,5.0
16613,i’ve been grinding my teeth so much lately 😕,neutral,5.0
16614,i’ve been having a hard time focusing today 😕,neutral,5.0
16615,i’ve been home for less than  hours and i’m already ready to go back to uva 😕,neutral,5.0
16616,i’ve been in full blown tears all day 😕,neutral,5.0
16617,i’ve been looking like a heather way longer than i meant to 😕,neutral,5.0
16618,i’ve been playing with snapchat and insta filters the past  minsthat’s how bad i’m procrastinating 😕,neutral,5.0
16619,i’ve been really irritable lately  i be ready to snap at every damn thing 😕,neutral,5.0
16620,i’ve been saying this for years and still haven’t been 😕,neutral,5.0
16621,i’ve been saying this since i was  man  everybody thought i was so weird 😕,neutral,5.0
16622,i’ve been sitting alone for like  mins 😕,neutral,5.0
16623,i’ve been skipping meals 😖 like i only ate once yesterday 😕,neutral,5.0
16624,i’ve been so moody lately 😕,neutral,5.0
16625,i’ve been talking about getting my hair done for weeks now but now that it’s time to get it done ion want to get it done 😕,neutral,5.0
16626,i’ve been to this point 😕,neutral,5.0
16627,i’ve been wanting homemade rice krispies and i’m so upset i messed them up 😕,neutral,5.0
16628,i’ve ben single for  years now 😕,neutral,5.0
16629,i’ve completely gave up on twitter tbh 😕,neutral,5.0
16630,i’ve dropped two pant sizes in the last month go stress and anxiety you’re killin it 😕,neutral,5.0
16631,i’ve had a headache for like  days straight 😕,neutral,5.0
16632,i’ve had relatives suggest i shave down my jawline and reduce my forehead make my face as small as possible 😕 so i could be pretty,neutral,5.0
16633,i’ve hardly ever received half of that  😕,neutral,5.0
16634,i’ve literally been kidnapped 😕,neutral,5.0
16635,i’ve missed every single nike x off white drop today 😕,neutral,5.0
16636,i’ve never been fishing before but now i know what i️t smells like 😕,neutral,5.0
16637,i’ve never cringed so much in my life that came from marthafuckingkent whedon you bastard 😡,strongly negtive,0.0
16638,i’ve never felt this type of hurt before  i don’t wish it on anyone 😕,neutral,5.0
16639,i’ve never heard such crap in my life tell my beautiful dignified springer spaniel that the man is an idiot 😡,strongly negtive,0.0
16640,i’ve never met a bitch that’s more pathetic or unhappy in her own life before 😡,strongly negtive,0.0
16641,i’ve never missed the stage more in my life 😕,neutral,5.0
16642,i’ve never really had a great phõ dish 😕,neutral,5.0
16643,i’ve never spent  dollars on my nails and toes 😕 and i’ll be damned if i do,neutral,5.0
16644,i’ve run out of sleeping tablets 😕,neutral,5.0
16645,i’ve said about paxton in the past hejustdoesn’ 😡,strongly negtive,0.0
16646,id be excited about getting out of work right meow but i have to wait to drive  hrs to  from the airport only to wake up  hrs later  fuck,sarcasm,4.0
16647,id kick you in the vagina but im afraid id lose my shoe,sarcasm,4.0
16648,id much rather watch a kdrama with meaning than any dumb american reality tv show,sarcasm,4.0
16649,id rather not 😕,neutral,5.0
16650,id rather you just not speak to me  i really dont need your niceness sry im not feeling it  😕,neutral,5.0
16651,idk how yall can sneak out  actually have fun bc if it was me id be stressin all night dying to get my ass back home before i got caught 😂,positive,3.0
16652,idk why i found that so funny lol,sarcasm,4.0
16653,if petrol prices get much higher itll literally cost less to run my car on cheap wine 😡 please explain,strongly negtive,0.0
16654,if a b c d didnt drag out their part of the alphabet song  lmnop wouldnt have to be so rushed,sarcasm,4.0
16655,if a girl ever says  wow  in an argument shes secretly wondering how she could be dating such an idiot,sarcasm,4.0
16656,if a girl says bye when shes mad at you  you dont say bye back are u dumb,sarcasm,4.0
16657,if a guy calls you princess in a condescending manner assert your newly appointed royal status and have him beheaded,sarcasm,4.0
16658,if a man whistles at you  dont respond  youre a lady  not a dog,sarcasm,4.0
16659,if amari cooper and derek carr dont get their shit together 😡,strongly negtive,0.0
16660,if annie is hurt fr i’m really gonna punch her in the eye 🙄 like who tf told you to be playing  😕,neutral,5.0
16661,if anybody at all wants to go to see knuckle puck tonight  i will drive and pay for gas if you buy your own ticket,sarcasm,4.0
16662,if anything bad happens to madani im gonna be fucking pissed 😡 thepunisher,strongly negtive,0.0
16663,if big seans voice was siris voice on the iphone    turn left boii  wait  hold up  whoa deree  wrong way  swervee,sarcasm,4.0
16664,if brandon doesnt win this season of project runway isweatergot 😡,strongly negtive,0.0
16665,if cats had wings  i bet theyd still just lay there,sarcasm,4.0
16666,if cinderellas shoe fit perfectly  why did it fall off in the first place,sarcasm,4.0
16667,if gabe kapler is named the dodgers  new manager  the bandwagon is gonna tip over with thirsty ass hoes,sarcasm,4.0
16668,if guns kill people  then pencils misspell words  cars make people drive drunk  and spoons make you fat,sarcasm,4.0
16669,if he come to ur cheer competition uk he a keeper  best feeling ever ☺ ️ supporter,sarcasm,4.0
16670,if high school didnt teach you not to give a shit about what people think then you probably missed out on the biggest lesson of your life,sarcasm,4.0
16671,if i aynt got missing items out my parcel it’s the whole parcel going missing 😡  please stop sending my…,strongly negtive,0.0
16672,if i didn’t have my kids i’d be lost 😕,neutral,5.0
16673,if i dont take a w when they release these next  shoes im not even gonna try to cop the s 😡,strongly negtive,0.0
16674,if i ended the streak we had it was for a reason so why start it back up i dont want it 😕,neutral,5.0
16675,if i ever have a fight again i think i’ll hurt somebody 😕,neutral,5.0
16676,if i get cut 😐 im gonna cry 😕,neutral,5.0
16677,if i go sleep at  in the morning  does it mean i go sleep early or late,sarcasm,4.0
16678,if i got my eyes on u i dont see anyone but u,sarcasm,4.0
16679,if i had a dollar for every time i thought about you  i would start thinking about you,sarcasm,4.0
16680,if i hand you my phone to dj and you roast my lil can lock screen i’m kicking you out 😡,strongly negtive,0.0
16681,if i miss this fuckin flight to memphis   😡,strongly negtive,0.0
16682,if i reply and you comment on how late i am i will delete your dm i’m tired 😡,strongly negtive,0.0
16683,if i sigh loudly enough will all of my problems go away,sarcasm,4.0
16684,if i was the contestant in the red i would be 😡 that i was that close to winning,strongly negtive,0.0
16685,if i watch battlestar galactica and skip the very end of it  laura roslin lives  right  confirmed   confirmed,positive,3.0
16686,if i watch battlestar galactica and skip the very end of it  laura roslin lives  right  confirmed   confirmed,sarcasm,4.0
16687,if i were a bathroom tile salesman  my pitch would bethink of how great this will look in the background of your social networking pics,sarcasm,4.0
16688,if i yelled at you today i deeply apologize  hella stressed and i dont need peoples side comments or not cooperating,sarcasm,4.0
16689,if i’m hard to reach that means i don’t want to be bothered 😕,neutral,5.0
16690,if im quiet im either    sad   mad   hungry   all of the above,sarcasm,4.0
16691,if its not one thing  it surely is another,sarcasm,4.0
16692,if its true that opposites attract  i should be looking for someone that gets up early and does important stuff all day,sarcasm,4.0
16693,if lowkey still be playing if i was at a big names school like i shoulda been 😕 but it’s okay life rn is perfect❤️,neutral,5.0
16694,if lowkey still be playing if i was at a big names school like i shoulda been 😕 but it’s okay life rn is perfect❤️,strongly positive,1.0
16695,if mcdonalds really cared about america theyd put spermkilling ingredients in all their food,sarcasm,4.0
16696,if my child doesnt quit all his whining today 😡,strongly negtive,0.0
16697,if my gun jam 😕 tell me who gone shoot,neutral,5.0
16698,if my neighbors ever saw me dancing while im home alone through the window they would probably never talk to my family again 😕,neutral,5.0
16699,if my nigga ever make me look like a clown ass bitch he gotta die 😡,strongly negtive,0.0
16700,if one more person come in here and ask me do we have the j’s that came out imma scream 😡,strongly negtive,0.0
16701,if one more person eats my goddamn food 😡,strongly negtive,0.0
16702,if only i could go to school with dev 😕,neutral,5.0
16703,if only i could stop myself from lucid dreaming 😕,neutral,5.0
16704,if only my husband would get this 😜 i live for tickling i do it because i care 💁🏼😂 le duh,strongly positive,1.0
16705,if opposites attract  the ultimate life strategy is to be a complete loser,sarcasm,4.0
16706,if paige dont come out tonight 😡 raw,strongly negtive,0.0
16707,if she dont apologize she a burlap sack from now on 😡,strongly negtive,0.0
16708,if the  is really smart they would put  in  ufc     cause that is awesome  ufc monterrey cant wait,positive,3.0
16709,if the helicopter would stop flying over my damn house  😡,strongly negtive,0.0
16710,if these showers  school burn me one more fucking time 😡,strongly negtive,0.0
16711,if they dont nerf the explosive and fire based stuff in ww im  going back to mw for another year 😡,strongly negtive,0.0
16712,if they waste locketts best return game since  😡,strongly negtive,0.0
16713,if this ain’t the damn truth 😕,neutral,5.0
16714,if this bitch dont give me my money 😡,strongly negtive,0.0
16715,if this boy change these damn colors one more time 😡,strongly negtive,0.0
16716,if this girl call my phone one more time i honestly don’t wanna hear it  i hung up what twice 😕,neutral,5.0
16717,if this is true we really do love in a fucked up world 😡,strongly negtive,0.0
16718,if we date and break up afterwards you gotta unlearn all the cool stuff i taught you you gotta go back to being lame 😡,strongly negtive,0.0
16719,if we date youre gonna be all over my snapchat story,sarcasm,4.0
16720,if yall dont roast tf out each other yall aint really friends,sarcasm,4.0
16721,if yall havent already  go listen to  hold on  great track,positive,3.0
16722,if yall not broke why yall always have  tweets deep about this food topic all the time 😕,neutral,5.0
16723,if you agree with  that  should protect this nation and not insult millions of americans cruz crew,positive,3.0
16724,if you agree with  that  should protect this nation and not insult millions of americans cruz crew,sarcasm,4.0
16725,if you ain’t put up “new post” on your story after posting on instagram you haven’t even posted bro do it right 😡,strongly negtive,0.0
16726,if you are a male creep in any industry 😕,neutral,5.0
16727,if you around your significant other   y’all both got the same attitude ion think that’s good 😕,neutral,5.0
16728,if you cant participate on medical grounds then why are you here theres no point really why  😕 imaceleb imacelebrity,neutral,5.0
16729,if you don’t appreciate the people around you then you’re gonna lose them 😕,neutral,5.0
16730,if you don’t know who hans zimmer is then 😕,neutral,5.0
16731,if you dont care about what people think  you already passed the first step of success  aldub run away,sarcasm,4.0
16732,if you dont know the difference between your and youre  your an idiot,sarcasm,4.0
16733,if you eat it in the car before you get home  it never existed,sarcasm,4.0
16734,if you ever feel bad about yourself remember that lady gaga and nicki minaj posted these selfies intentionally,sarcasm,4.0
16735,if you ever want a compliment go to  not,positive,3.0
16736,if you ever want a compliment go to  not,sarcasm,4.0
16737,if you follow me on twitter and you know me in real life just remember one thing what goes on twitter stays on twitter,sarcasm,4.0
16738,if you gave me a chance you wouldn’t regret it 😕,neutral,5.0
16739,if you go shopping at walmart and no one stares at you as you walk by  youre one of them,sarcasm,4.0
16740,if you go to dinner alone always ask for a table for two  look sad as you eat and you will almost always get a free dessert,sarcasm,4.0
16741,if you have a problem with me  tell me  not everyone else,sarcasm,4.0
16742,if you have dirt under your nails  you nasty  we can’t talk 😕,neutral,5.0
16743,if you join in this open badges broadcast you will get to see my injured phone finger  its quite an impressive bandage,sarcasm,4.0
16744,if you know i work several jobs and two of those being night shift and you wake me up on purpose i will literally beat the shit out of you 😡,strongly negtive,0.0
16745,if you make someone bust quick its your fault 😡,strongly negtive,0.0
16746,if you really love yourself  youll take your makeup off before you go to bed,sarcasm,4.0
16747,if you take my love for granted you are about the dumbest idiot ever 😕,neutral,5.0
16748,if you think im ignoring you  i am  my phones in my hand  😊 😊 😊,positive,3.0
16749,if you think white people dont have culture  go to a catholic grade school basketball game,sarcasm,4.0
16750,if you watch a harlem shake backwards  its about a guy that parties longer than the rest,sarcasm,4.0
16751,if you weren’t aware the cannabis pirate has been removing cannabis events from eventbrite 😡 so now you can get yo…,strongly negtive,0.0
16752,if you’re always happy people don’t check on you 😕,neutral,5.0
16753,if your allah is god  i invite him  let we meet 😡,strongly negtive,0.0
16754,if your dog already had one altercation why tf are you still in the dog park 😡,strongly negtive,0.0
16755,if your so concern about what my family is going through don’t fucken call just to get the chisme because your not gonna get it  😡,strongly negtive,0.0
16756,if youre a grown ass man  rolling around the streets of nyc on a razor scooter  you should roll yourself into oncoming traffic,sarcasm,4.0
16757,if youre having a bad day  this will make you smile 😂,positive,3.0
16758,if youre having a bad day heres baby pandas going down slides 🐼,sarcasm,4.0
16759,if youre having a bad day watch this video of monkeys racing 😂,positive,3.0
16760,if youre having a bad day watch this video of monkeys racing 😂,sarcasm,4.0
16761,if youre not in my corner then your an opposition   r ns,sarcasm,4.0
16762,if youre sad then u can guarantee im going to follow u to the bathroom  hug u  ask whats wrong  make u laugh  and then throw water  u,positive,3.0
16763,if youre sad then u can guarantee im going to follow u to the bathroom  hug u  ask whats wrong  make u laugh  and then throw water  u,sarcasm,4.0
16764,if 👏🏾 james 👏🏾 r 👏🏾 dont 👏🏾 stop 👏🏾 speaking 👏🏾 in 👏🏾 the 👏🏾 third 👏🏾 person 😡 lhhny,strongly negtive,0.0
